"","X.1","X","PlotObservationID","Species_richness","Longitude","Latitude","Country","Releve_area","Elevation","Aspect","Slope","SoilClim_PC1","SoilClim_PC2","Env.Strat","residuals"
"167",710,1427,328292,1.04139268515823,14.8024613594679,50.784569199398,"Czech Republic",25,-1.11462886670778,23,1.01732397665116,-0.867,1.105,"CON",-1.85996907499693
"168",824,1629,410148,1.39794000867204,16.9580705599697,48.9239328936393,"Czech Republic",16,-1.27655142889236,90,1.30871357973874,-0.598,0.04,"CON",-0.0343866712530631
"169",823,1626,404403,1.46239799789896,13.8070977741586,50.410533854676,"Czech Republic",16,-0.908545605745581,225,0.609378532328555,-0.766,0.737,"CON",0.300426960176519
"170",767,1520,369238,1.66275783168157,15.8225621471819,50.6337282415385,"Czech Republic",16,-0.636221296616962,293,-0.90584740372683,-1.453,1.237,"ALS",1.33850174343017
"171",711,1428,328972,1,15.5445393249355,50.7546690403725,"Czech Republic",92,0.430995590508704,360,-0.847569483109316,-2.141,3.106,"ALS",-1.96320330818323
"172",763,1516,369181,1.46239799789896,15.7422204489076,50.7031523611644,"Czech Republic",30,-0.157813726526147,225,0.0265993261534069,-1.903,1.917,"ALS",0.339221271258369
"173",747,1488,361493,1.70757017609794,14.1136220906217,50.5685954964617,"Czech Republic",150,-0.805503975264483,135,2.7656615951766,-0.952,1.32,"CON",1.46577587918718
"174",765,1518,369188,1.44715803134222,15.8252820455129,50.7400030552266,"Czech Republic",25,-0.0768524454338549,270,-0.323068197551682,-1.869,2.105,"ALS",0.265744664891081
"175",841,1648,415322,1.57978359661681,13.620874034116,49.0030056445948,"Czech Republic",200,-0.231414891155504,135,-0.90584740372683,-1.499,2.822,"CON",0.867370656406175
"176",744,1482,358211,1.04139268515823,13.5469791612556,48.9681369308586,"Czech Republic",50,0.246992678935313,158,-0.731013641874286,-1.542,2.924,"CON",-1.7771813932731
"177",785,1542,370929,1.30102999566398,13.8252661902476,50.4706954111586,"Czech Republic",25,-0.874689070016078,225,1.01732397665116,-0.942,1.198,"CON",-0.537655428859819
"178",753,1500,367479,1.25527250510331,15.3336793576045,50.772829521025,"Czech Republic",12,-0.415417802728894,90,-0.847569483109316,-1.545,1.677,"ALS",-0.701942079576009
"179",842,1649,415392,1.51851393987789,13.8309832474389,48.8800816814178,"Czech Republic",500,-0.157813726526147,45,-0.264790276934167,-1.168,1.928,"CON",0.613128870332601
"180",835,1642,414494,1.41497334797082,15.1588576666238,50.8626769189978,"Czech Republic",500,-0.739262927098062,90,0.725934373563585,-1.477,2.393,"ALS",-0.0178782999151516
"181",826,1633,412848,1.568201724067,13.9472451323289,50.5516398240152,"Czech Republic",200,-0.702462344783384,360,0.143155167388436,-1.286,1.532,"CON",0.817361919664889
"182",811,1591,387465,1.64345267648619,13.2962446510116,50.0287623510967,"Czech Republic",100,-0.996867003300809,113,0.725934373563585,-0.909,1.253,"CON",1.16121349650168
"183",734,1466,346352,1.11394335230684,16.3786536408513,50.33782829954,"Czech Republic",20,-0.132789330552165,225,-0.731013641874286,-1.616,1.563,"ALS",-1.36826904917628
"184",839,1646,414844,1.23044892137827,13.0758309870679,49.3954588033474,"Czech Republic",400,-0.540539782598799,45,-0.90584740372683,-0.663,2.099,"CON",-0.881436510174626
"185",786,1543,370940,1.34242268082221,13.8247791384105,50.4711718641183,"Czech Republic",25,-0.874689070016078,270,0.434544770476011,-0.942,1.198,"CON",-0.320550803233227
"186",780,1533,369389,1.23044892137827,15.7190938554277,50.6982917043575,"Czech Republic",25,-0.253495240544311,180,-0.497901959404227,-1.903,1.917,"ALS",-0.823288432645272
"187",732,1464,346332,1.36172783601759,16.3769772921904,50.3331672334884,"Czech Republic",25,-0.137205400429927,270,-0.614457800639257,-1.616,1.563,"ALS",-0.13151096957015
"188",769,1522,369260,1.53147891704226,15.7312382652442,50.7001631345167,"Czech Republic",25,-0.319736288710731,180,-0.731013641874286,-1.903,1.917,"ALS",0.678409325594571
"189",720,1441,337515,1.36172783601759,15.533231927894,50.7609600784272,"Czech Republic",100,0.430995590508704,360,-0.90584740372683,-1.952,3.301,"ALS",-0.168810996568829
"190",806,1581,381068,1.14612803567824,17.1252036477326,50.0447151170536,"Czech Republic",400,0.180751630768893,225,-0.672735721256771,-1.653,2.549,"ALS",-1.23569315275045
"191",1456,3258,942268,1.32221929473392,27.005688747204,69.7486920060534,"Finland",100,-1.45319422400282,90,-0.90584740372683,-2.918,0.471,"ALN",-0.389728917138342
"192",1468,3275,942436,1.53147891704226,20.7787347710971,69.0592762776711,"Finland",100,-0.849664674042096,270,-0.90584740372683,-3.046,0.773,"ALN",0.711135501308945
"193",1446,3245,942206,1.11394335230684,20.9313731092821,68.9130005323259,"Finland",100,-0.790783742338611,180,-0.90584740372683,-3.193,0.989,"ALN",-1.38226936448664
"194",1457,3260,942310,1.32221929473392,20.7481429065643,69.0486019956134,"Finland",100,-0.879105139893839,180,-0.614457800639257,-3.046,0.773,"ALN",-0.344054639771307
"195",1447,3246,942207,1.14612803567824,20.9317730596246,68.925080736869,"Finland",100,-0.864384906967968,270,-0.731013641874286,-3.192,1.308,"ALN",-1.25437344230072
"196",1445,3243,942197,1.17609125905568,22.4665370976931,68.466628304673,"Finland",100,-1.01894735268962,360,-0.90584740372683,-3.01,0.964,"ALN",-1.09989682722814
"197",456,612,235113,1.47712125471966,-1.76083141546057,43.3481612868786,"France",200,-1.51207515570631,225,-0.90584740372683,1.082,2.674,"LUS",0.171260326671592
"198",868,1991,688144,1.43136376415899,6.37316718727399,50.3731382563566,"Germany",15,-0.761343276486869,135,-0.90584740372683,-1.479,3.645,"CON",0.00645434186333387
"199",862,1978,683695,1.69019608002851,6.39704725063028,49.4692417017372,"Germany",300,-1.08518840085604,225,0.434544770476011,-0.44,2.366,"ATC",1.30838404551465
"200",957,2194,716519,1.36172783601759,11.8319223321991,47.7901865119502,"Germany",113,0.828441879507228,292,0.959046056033645,-0.744,3.049,"CON",-0.154815170136353
"201",934,2171,713280,1.25527250510331,10.3753976092334,47.573739082729,"Germany",150,0.489876522212188,180,0.725934373563585,-1.027,3.455,"CON",-0.746570895500914
"202",954,2191,716293,1.5910646070265,11.8335809511997,47.7911658612505,"Germany",113,0.0924302332136646,180,0.842490214798614,-0.744,3.049,"CON",0.905947767697066
"203",963,2200,717410,1.36172783601759,11.086481411706,47.4911286785273,"Germany",25,1.06396560632117,90,0.434544770476011,-0.715,1.834,"CON",-0.0371462894865705
"204",972,2215,733133,1.27875360095283,13.1453774274359,49.0969149882312,"Germany",100,0.085070116750729,90,0.842490214798614,-1.506,3.093,"ALS",-0.648423449741719
"205",869,1992,688155,1.44715803134222,6.20957979117397,50.5262323577676,"Germany",25,-0.834944441116225,360,-0.731013641874286,-1.31,2.734,"CON",0.131624191527509
"206",928,2161,712119,1.23044892137827,8.12874972734939,48.1333267738814,"Germany",12,0.0924302332136646,45,-0.731013641874286,-0.809,4.022,"CON",-0.934190029219006
"207",944,2181,714953,1.27875360095283,12.9655640041688,47.6222388563165,"Germany",200,-0.673021878931642,248,-0.90584740372683,-0.734,1.824,"ALS",-0.636377667510353
"208",978,2223,734684,1.34242268082221,7.25815368818298,49.6428141188858,"Germany",15,-1.19559014780007,225,1.30871357973874,-0.985,2.085,"ATN",-0.432488829076812
"209",926,2159,711871,1.55630250076729,6.72904477841762,50.5751087507456,"Germany",24,-1.04102770207843,158,-0.439624038786712,-0.942,2.124,"ATN",0.682772023409126
"210",856,1968,682574,1.17609125905568,7.64637682306779,48.0458252061811,"Germany",24,-1.11462886670778,90,3.63983040443933,-0.243,3.311,"ATC",-1.38768587145888
"211",935,2172,713289,1.41497334797082,12.6460982703077,47.8695771316456,"Germany",60,-0.452218385043572,360,0.143155167388436,-0.394,3.157,"CON",-0.0404701413779417
"212",971,2213,732944,1.63346845557959,11.1024325284635,47.4147505447457,"Germany",300,0.460436056360446,320,-0.614457800639257,-2.001,5.148,"ALS",1.0667365624471
"213",897,2037,694848,1.568201724067,7.54114792273995,47.6736238901405,"Germany",12,-1.0439717486636,180,-0.731013641874286,-0.267,2.368,"ATC",0.720586471846619
"214",894,2032,693602,1.53147891704226,10.6235407330231,52.1264122355212,"Germany",12,-1.40461745534744,270,-0.731013641874286,-0.676,1.337,"CON",0.568361450809088
"215",967,2207,731170,1.32221929473392,8.67745704647951,51.1899404081534,"Germany",20,-1.02925151573772,45,-0.731013641874286,-1.229,1.98,"ATN",-0.467657212091574
"216",949,2186,715722,1.73239375982297,11.8332389252222,47.7911908287998,"Germany",113,0.651799084396773,360,1.13387981788619,-0.744,3.049,"CON",1.6748716320652
"217",930,2165,712189,1.34242268082221,7.89199478571434,47.7701876049361,"Germany",50,-0.731902810635126,360,0.842490214798614,-0.816,3.114,"CON",-0.439765488010791
"218",872,1995,688294,1.65321251377534,7.641062365228,47.7763701530651,"Germany",20,-0.937986071597324,315,-0.439624038786712,-0.181,3.375,"CON",1.08519750844134
"219",923,2149,711190,1,7.96064607119797,48.0183575896847,"Germany",150,-0.385977336877152,135,0.259711008623467,-0.588,3.845,"CON",-2.15286744669008
"220",912,2120,706189,1.57978359661681,9.14383349323472,48.4121332656218,"Germany",100,-0.496379083821186,208,1.13387981788619,-0.743,3.254,"CON",0.76021026147746
"221",980,2225,734761,1.50514997831991,7.50004524756201,49.7847287748808,"Germany",15,-1.26183119596649,203,0.0265993261534069,-0.841,1.843,"CON",0.409544616199286
"222",959,2196,716589,1.27875360095283,11.8337575414524,47.7880902682763,"Germany",113,-0.0842125618967905,112,0.492822691093526,-0.744,3.049,"CON",-0.671230179440677
"223",889,2027,692617,1.75587485567249,9.37241953109855,51.5644489455282,"Germany",20,-1.22061454377405,360,0.725934373563585,-1.105,2.3,"ATN",1.62999506018839
"224",955,2192,716296,1.57978359661681,11.8343142309895,47.7909596004389,"Germany",113,0.121870699065407,45,1.01732397665116,-0.744,3.049,"CON",0.850033662473161
"225",943,2180,714820,1.65321251377534,12.9652626166417,47.6227102213594,"Germany",200,0.210192096620635,270,1.13387981788619,-0.734,1.824,"ALS",1.30716782325321
"226",956,2193,716427,1.568201724067,11.8343474611862,47.788925696381,"Germany",113,0.0924302332136646,315,0.0848772467709218,-0.744,3.049,"CON",0.804699045935623
"227",885,2014,691687,1.43136376415899,8.40509439574129,51.3597479258142,"Germany",400,-1.23239073011475,360,1.30871357973874,-1.229,2.27,"ATN",-0.000687918444259962
"228",918,2127,707637,1,13.0401609489178,48.9237982874701,"Germany",100,0.00410883565843697,270,0.725934373563585,-1.054,3.294,"ALS",-2.07048546388164
"229",904,2107,704547,1.55630250076729,6.19280992842243,50.7341580674748,"Germany",100,-1.26183119596649,90,-0.90584740372683,-0.909,2.034,"CON",0.669834493800333
"230",940,2177,714200,1.25527250510331,10.3734847687227,47.5252387354209,"Germany",100,0.254352795398249,202,1.30871357973874,-0.957,4.193,"CON",-0.835023139394546
"231",886,2015,691766,1.49136169383427,10.0168783829243,51.69486074542,"Germany",400,-1.14406933255953,180,-0.439624038786712,-0.503,2.438,"ATN",0.318121032621822
"232",925,2151,711351,1.43136376415899,8.29086050057724,48.6736208557209,"Germany",25,-0.466938617969443,45,-0.90584740372683,-0.623,2.755,"CON",0.0880569583256881
"233",917,2125,707068,1.39794000867204,13.2086924862819,48.8264975827385,"Germany",100,-0.481658850895315,360,-0.148234435699138,-0.677,3.125,"CON",-0.117767468704106
"234",898,2071,699873,1.43136376415899,11.9524031865277,49.1602777603492,"Germany",15,-1.03955567878583,225,-0.148234435699138,-0.707,1.23,"CON",0.108926510817419
"235",947,2184,715190,1.64345267648619,12.9672917169173,47.6247556373811,"Germany",200,0.0335493015101795,135,1.30871357973874,-0.734,1.824,"ALS",1.23414100747237
"236",1071,2350,796553,1.25527250510331,22.335193266196,37.5360735864368,"Greece",200,-0.113653027748533,315,0.725934373563585,0.42,-0.475,"MDM",-0.579454401629937
"237",1068,2347,796508,1.39794000867204,21.626932719674,37.6427309476263,"Greece",200,-1.43847399107695,270,-1.02240324496186,1.377,-0.796,"MDS",0.0123495874367412
"238",1018,2273,794206,1.55630250076729,22.4604170978962,37.9152024930896,"Greece",150,0.843162112433099,180,3.34844080135175,0.07,-0.497,"MDM",1.00231711821392
"239",1125,2417,797920,1.61278385671974,22.7591969460258,39.562203062401,"Greece",400,-1.26183119596649,315,1.01732397665116,0.637,-1.198,"MDS",1.11068630015272
"240",1088,2369,796846,1.49136169383427,24.9878683300259,39.5368724596067,"Greece",100,-1.57831620387272,180,-0.556179880021742,1.071,-0.64,"MDS",0.448999482370297
"241",1119,2410,797794,1.68124123737559,23.556946635209,40.4317380263946,"Greece",300,-0.584700481376413,360,2.47427199208903,-0.282,0.054,"MDN",1.43970311209964
"242",1101,2388,797173,1.43136376415899,28.0220817538425,36.3310965190763,"Greece",200,-1.12934909963365,180,0.0265993261534069,1.572,-0.043,"MDS",0.145460032289179
"243",1069,2348,796547,1.25527250510331,22.8134456885425,37.5566138916616,"Greece",100,-1.3648728264476,360,0.143155167388436,1.48,-1.114,"MDS",-0.692940943881741
"244",1090,2371,796914,1.68124123737559,25.2219266275304,37.5622566521461,"Greece",390,-1.23239073011475,135,-1.02240324496186,1.289,-1.044,"MDS",1.47182611827291
"245",1020,2275,794266,1.51851393987789,22.3858229068341,37.0408464067821,"Greece",100,-0.187254192377889,45,0.725934373563585,0.527,-0.109,"MDS",0.702382912440203
"246",1048,2327,796045,1.04139268515823,20.7804593465295,39.170435180083,"Greece",100,-1.57831620387272,360,-1.02240324496186,1.07,0.642,"MDS",-1.87869808519012
"247",1117,2408,797722,1.38021124171161,22.3876378884162,40.0703063604463,"Greece",250,0.740120481952,10,3.05705119826418,-2.246,1.423,"MDM",0.0214795704210537
"248",999,2253,793754,1.20411998265592,21.0226094882548,39.1092599366605,"Greece",100,-1.40903352522521,270,-0.439624038786712,1.366,-0.143,"MDS",-1.00684570981558
"249",1149,2445,798404,1.39794000867204,26.1554719714426,35.036928157811,"Greece",100,-0.77606350941274,225,0.725934373563585,1.564,-0.848,"MDS",0.0622189747633224
"250",1140,2434,798256,1.23044892137827,23.7853269178187,38.162473288694,"Greece",200,-0.584700481376413,360,0.143155167388436,0.641,-0.905,"MDS",-0.724775183391593
"251",1152,2448,798449,1.44715803134222,23.9894292756439,35.4591575589072,"Greece",150,-1.14406933255953,50,-1.02240324496186,1.492,0.236,"MDS",0.22348371426257
"252",987,2239,790059,1.54406804435028,24.5011509282816,35.1950100922528,"Greece",64,-0.864384906967968,360,0.434544770476011,1.28,0.493,"MDS",0.702642935030231
"253",1109,2400,797507,1.14612803567824,24.2750180858354,35.1784695934207,"Greece",50,-1.55623585448392,225,-0.731013641874286,1.886,-0.504,"MDS",-1.29334021028486
"254",1116,2407,797721,1.11394335230684,22.3840705885742,40.0673647470228,"Greece",250,0.681239550248516,360,0.434544770476011,-2.246,1.423,"MDM",-1.27198325876444
"255",355,469,221492,1.30102999566398,23.8396768764865,41.2462743369961,"Greece",15,-0.334456521636602,135,-0.847569483109316,-0.067,-0.716,"MDM",-0.326518175992791
"256",1064,2343,796441,1.38021124171161,22.1812843019282,38.159362734843,"Greece",200,-1.29127166181824,360,1.30871357973874,0.778,-0.76,"MDN",-0.0923493139243262
"257",1107,2394,797347,1.34242268082221,24.4853480400596,37.1310460556392,"Greece",50,-1.37959305937346,135,1.30871357973874,1.072,-0.847,"MDS",-0.290586726139446
"258",1045,2324,795810,1.44715803134222,23.5220954614038,40.6931722404026,"Greece",50,-1.45319422400282,180,0.143155167388436,0.522,-0.99,"MDN",0.262365610868704
"259",1030,2296,794692,1.27875360095283,23.5734896542742,41.0992651058728,"Greece",150,-1.40903352522521,180,0.143155167388436,0.358,-0.998,"MDN",-0.571617076137289
"260",1002,2256,793855,1.57978359661681,20.4857604859971,39.2396499810236,"Greece",100,-1.43847399107695,225,0.725934373563585,1.283,0.312,"MDN",0.819360615022272
"261",1106,2393,797343,1.23044892137827,24.4828552878006,37.1519561308766,"Greece",50,-0.996867003300809,135,-0.148234435699138,1.072,-0.847,"MDS",-0.779523464437045
"262",1150,2446,798437,1.55630250076729,23.7465619870383,35.5865373148834,"Greece",100,-1.29127166181824,50,0.725934373563585,1.322,0.342,"MDS",0.716995024064049
"263",1035,2303,794818,1.34242268082221,23.3028542251624,41.2511514199259,"Greece",180,-1.51207515570631,360,0.143155167388436,0.382,-1.03,"MDN",-0.263767966692518
"264",1017,2272,794201,1.27875360095283,22.4810667781843,37.9240894473596,"Greece",100,1.13756677095052,90,1.89149278591389,-0.773,0.494,"MDM",-0.378542588585604
"265",1121,2413,797877,1.51851393987789,22.8572613723351,39.6288135155466,"Greece",1200,-0.466938617969443,45,-0.148234435699138,0.234,-0.02,"MDS",0.682443260036444
"266",1075,2354,796583,1.27875360095283,22.6240901437117,37.1049240981873,"Greece",200,-0.187254192377889,90,1.30871357973874,0.188,0.124,"MDS",-0.517252869826679
"267",1012,2267,794139,1.47712125471966,22.2711477344333,37.7124874137227,"Greece",200,-0.481658850895315,45,0.725934373563585,0.278,-0.294,"MDM",0.476089404839425
"268",998,2252,793728,1.49136169383427,23.1931606707955,39.3594445364129,"Greece",400,-0.849664674042096,360,0.434544770476011,0.36,0.077,"MDN",0.482306100100674
"269",1127,2419,797999,1.36172783601759,21.7170428261296,39.6961651857699,"Greece",250,-1.14406933255953,338,-1.02240324496186,0.627,-0.67,"MDN",-0.130537246849486
"270",1063,2342,796372,1.34242268082221,21.5395396578553,38.5997972620736,"Greece",200,-1.57095608740979,180,-1.02240324496186,1.37,-0.876,"MDS",-0.275789965590748
"271",1112,2403,797691,1.38021124171161,22.3934560469677,40.0737096028807,"Greece",300,0.519316988063931,45,3.05705119826418,-2.246,1.423,"MDM",-0.00500712378792158
"272",1040,2316,795483,1.51851393987789,23.7859879731376,40.5318347091148,"Greece",200,-0.673021878931642,315,1.30871357973874,0.291,-0.313,"MDN",0.651151313285469
"273",1128,2420,798062,1.73239375982297,21.6064235080277,38.3606928948088,"Greece",400,-1.05574793500429,45,0.725934373563585,0.89,-0.083,"MDS",1.66073596442003
"274",1027,2286,794514,1.57978359661681,24.2318230229603,35.2083794299676,"Greece",64,-1.39431329229933,225,0.143155167388436,1.933,-0.606,"MDS",0.885985649287268
"275",1022,2280,794365,1.36172783601759,25.5889433753811,35.2273504214412,"Greece",100,-0.996867003300809,315,0.725934373563585,1.2,-0.575,"MDS",-0.158055337704604
"276",356,470,221495,1.23044892137827,23.8426800838636,41.2473675839292,"Greece",15,-0.113653027748533,135,-0.90584740372683,-0.067,-0.716,"MDM",-0.6520375976667
"277",1142,2436,798291,1.32221929473392,26.6307303588494,37.7577841851347,"Greece",250,-1.14406933255953,315,1.01732397665116,1.276,-0.325,"MDS",-0.396121635572118
"278",1114,2405,797700,1.61278385671974,22.3925917799593,40.0768232097154,"Greece",300,0.50459675513806,180,2.7656615951766,-2.246,1.423,"MDM",1.16148648003188
"279",995,2248,793497,1.25527250510331,22.3670839715656,40.0432841785159,"Greece",20,1.5055725940973,360,1.01732397665116,-2.414,1.563,"MDM",-0.483093175172898
"280",1006,2260,793936,1.39794000867204,22.1780977185058,38.1652148064767,"Greece",200,-1.21767049718887,360,-1.02240324496186,0.778,-0.76,"MDN",0.0454609470460517
"281",1086,2365,796783,1.07918124604762,22.3846788464765,36.9613562065158,"Greece",200,0.180751630768893,90,1.60010318282631,0.265,0.121,"MDN",-1.47727554094094
"282",1141,2435,798269,1.23044892137827,26.7771819730322,37.765459133291,"Greece",250,-0.437498152117701,135,-0.148234435699138,0.642,0.176,"MDS",-0.773967439529394
"283",1155,2451,798471,1.17609125905568,23.9247977728339,35.3036576056634,"Greece",40,-0.113653027748533,200,1.89149278591389,0.677,0.244,"MDS",-1.04731179375609
"284",1032,2299,794699,1.14612803567824,23.5861859723696,41.0998602004008,"Greece",150,-1.4899948063175,180,0.725934373563585,0.354,-1.078,"MDN",-1.24935885797705
"285",1024,2282,794466,1.49136169383427,23.609284499962,35.5210800858578,"Greece",100,-1.55623585448392,90,-0.90584740372683,1.746,-0.327,"MDS",0.426721416183855
"286",1094,2379,797079,1.49136169383427,27.2362286330005,35.8977314458941,"Greece",100,-1.57095608740979,45,1.60010318282631,1.7,-0.391,"MDS",0.386569891356205
"287",1120,2411,797799,1.14612803567824,23.5553660830787,40.4076585133913,"Greece",150,-0.952706304523195,45,1.30871357973874,0.213,-0.529,"MDN",-1.22936468633171
"288",360,474,221537,1.14612803567824,23.7570430532342,40.528631675731,"Greece",20,-1.01894735268962,225,0.143155167388436,0.291,-0.313,"MDN",-1.23269134461064
"289",358,472,221509,1.27875360095283,24.5706798993846,40.7259478070701,"Greece",15,-0.996867003300809,360,-1.02240324496186,0.806,-0.208,"MDN",-0.561290676697842
"290",1093,2376,797041,1.47712125471966,26.7196666287565,37.3997933618898,"Greece",100,-1.46791445692869,315,2.47427199208903,1.72,-0.538,"MDS",0.322062569453508
"291",1023,2281,794446,1.77085201164214,24.4837779175212,35.1827152828085,"Greece",64,-1.35751270998465,135,0.434544770476011,1.567,-0.016,"MDS",1.80727936381668
"292",1156,2452,798934,1.23044892137827,21.0922283446682,47.7386447383084,"Hungary",16,-1.45025017741764,360,-1.02240324496186,-0.163,-0.56,"PAN",-0.819281709841877
"293",1289,2615,813735,1.36172783601759,16.1759334073396,39.053388870892,"Italy",200,-0.895297396112298,360,-0.439624038786712,1.367,0.692,"MDN",-0.212471181547219
"294",1249,2566,812649,1.23044892137827,16.200871780216,38.9881327638247,"Italy",100,-0.849664674042096,315,3.63983040443933,1.235,1.005,"MDN",-0.95296011957825
"295",1405,2762,821356,1.36172783601759,11.9339641661195,42.0527864119844,"Italy",120,-1.54151562155804,315,-0.731013641874286,1.007,0.132,"MDN",-0.242296732796071
"296",1257,2574,812964,1.23044892137827,17.1165006199039,40.6519352327808,"Italy",300,-0.967426537449066,203,-0.731013641874286,0.855,-0.139,"MDN",-0.809720963830587
"297",1200,2504,810480,1.55630250076729,10.6087002709264,45.8900646541129,"Italy",400,-0.702462344783384,225,1.60010318282631,-0.404,0.729,"ALS",0.772764694415411
"298",1225,2535,812010,1.568201724067,14.3548842524781,37.2493146017179,"Italy",100,-0.908545605745581,135,-0.731013641874286,1.277,-1.003,"MDS",0.937717796396854
"299",1307,2639,814855,1.41497334797082,12.2913076878666,43.7571652345266,"Italy",200,0.0629897673619221,135,0.143155167388436,-0.378,1.812,"MDM",0.110517932071523
"300",1315,2647,815257,1.41497334797082,13.7892189614659,42.4059851415861,"Italy",250,0.799001413655485,338,-0.439624038786712,-0.746,1.715,"MDM",0.220874262439345
"301",1417,2781,822667,1.568201724067,10.5675208141856,43.3160690334384,"Italy",200,-1.46791445692869,225,-0.731013641874286,0.885,0.133,"MDN",0.800989291359682
"302",1340,2675,816577,1.41497334797082,9.41367753660354,40.1189841877124,"Italy",50,0.254352795398249,360,2.47427199208903,-0.008,0.481,"MDM",0.176088098904201
"303",1233,2544,812171,1.25527250510331,8.41045801962891,44.2358845624939,"Italy",70,-1.42375375815107,90,0.725934373563585,0.79,0.709,"MDN",-0.820901389817048
"304",1173,2477,809134,1.38021124171161,11.6739233349556,45.2454069434062,"Italy",400,-1.3648728264476,203,0.434544770476011,0.01,0.362,"MDN",-0.149099037196677
"305",1407,2764,821387,1.14612803567824,11.9359420646017,42.1916802353535,"Italy",130,-1.08518840085604,45,-0.148234435699138,0.687,0.72,"MDN",-1.31024289065114
"306",1286,2612,813561,1.53147891704226,13.4492796002617,41.388475380704,"Italy",60,-1.16614968194833,203,0.143155167388436,1.298,0.602,"MDN",0.601000031531708
"307",1317,2650,816013,1.14612803567824,11.681610636791,43.6553867936378,"Italy",400,0.372114658805219,45,1.60010318282631,-0.968,2.655,"MDM",-1.26940130258215
"308",2889,5357,1107510,1.27875360095283,15.5376093092773,38.2415110518247,"Italy",100,-0.702462344783384,135,-0.439624038786712,1.269,0.327,"MDS",-0.578594552711043
"309",1415,2779,822584,1.32221929473392,10.9255684238141,43.2772613160716,"Italy",200,-1.09990863378191,45,-0.148234435699138,0.481,0.549,"MDN",-0.416810757190413
"310",1311,2643,814906,1.5910646070265,15.8996057974593,41.8537256351389,"Italy",400,-0.761343276486869,315,0.434544770476011,0.149,0.426,"MDN",0.971540928688545
"311",1285,2611,813560,1.49136169383427,13.4024268931976,41.4584225209149,"Italy",200,-1.26183119596649,315,-0.439624038786712,1.199,0.517,"MDN",0.406094240044039
"312",1403,2760,821240,1.07918124604762,13.0720715778844,41.2270494988503,"Italy",40,-1.2839115453553,180,1.30871357973874,1.349,0.705,"MDS",-1.70308111411708
"313",1243,2560,812551,1.47712125471966,13.2475342220867,41.4838641739242,"Italy",135,-1.12934909963365,45,1.01732397665116,1.385,0.354,"MDN",0.333605508252588
"314",2893,5363,1107599,1.41497334797082,15.0966438573336,36.9744215162611,"Italy",100,-1.02630746915255,270,-0.439624038786712,0.893,-0.66,"MDS",0.135151189154699
"315",2873,5263,1098583,1.53147891704226,12.8764494134097,42.7891841680342,"Italy",300,-1.07046816793016,135,-0.0316785944641079,-0.296,1.56,"MDM",0.575803601208011
"316",1408,2770,821701,1.61278385671974,11.9187166147312,42.7736204200859,"Italy",250,-1.08518840085604,90,-0.847569483109316,0.519,0.103,"MDN",1.07939923093348
"317",1180,2484,809561,1.76342799356294,12.6329048790797,46.6101702742713,"Italy",500,0.283793261249991,295,-0.731013641874286,-1.677,3.448,"ALS",1.80571220949256
"318",2892,5362,1107597,1.41497334797082,15.0279390450473,36.9430535374479,"Italy",50,-0.923265838671452,270,-0.439624038786712,1.049,-0.911,"MDS",0.161851535911888
"319",1363,2701,817307,1.11394335230684,17.2083571572648,40.6552571298567,"Italy",300,-0.993922956715635,315,0.259711008623467,0.682,0.185,"MDN",-1.43167576535124
"320",1198,2502,810352,1.14612803567824,11.7858877002965,46.9574253487272,"Italy",300,1.5055725940973,360,-0.0316785944641079,-2.478,3.213,"ALS",-1.11958571659422
"321",1374,2727,818877,1.11394335230684,12.56662364011,42.4074709628913,"Italy",20,-0.901185489282646,180,0.725934373563585,0.766,0.342,"MDN",-1.44031672304786
"322",1199,2503,810365,1.47712125471966,7.18011942928373,45.8392079359003,"Italy",100,0.997724558154748,270,-0.381346118169198,-2.215,4.84,"ALS",0.368880392798239
"323",1216,2521,811457,1.568201724067,12.9750940076731,41.9581055653084,"Italy",20,-0.290295822858989,248,0.143155167388436,0.73,0.177,"MDM",0.926543427077451
"324",2900,5374,1107780,1.46239799789896,14.9231990419279,37.1141616207453,"Italy",200,-0.761343276486869,180,-0.439624038786712,0.694,-0.733,"MDS",0.411981060467545
"325",1273,2598,813316,1.44715803134222,8.68369534575425,40.2330188246912,"Italy",400,-0.481658850895315,158,-0.731013641874286,0.424,0.495,"MDN",0.296763829188195
"326",1321,2655,816095,1.36172783601759,14.2468760216087,37.5444889234572,"Italy",200,-0.587644527961588,360,-0.148234435699138,1.035,-0.427,"MDS",-0.101206413418558
"327",1281,2606,813452,1.67209785793572,11.9021833058616,42.136365656566,"Italy",250,-0.886465256356774,360,1.01732397665116,0.62,0.87,"MDN",1.31513314257072
"328",1224,2534,812007,1.83884909073726,14.3412881557634,37.2557367846405,"Italy",200,-0.960066420986131,360,0.143155167388436,1.09,-0.72,"MDS",2.25407331041015
"329",1320,2653,816067,1.25527250510331,16.3656996020544,38.5613593524304,"Italy",200,0.210192096620635,315,-0.439624038786712,0.391,1.334,"MDN",-0.640292719068963
"330",1355,2690,817064,1.53147891704226,13.2981939927811,41.4266455322762,"Italy",200,-1.11462886670778,270,0.143155167388436,1.024,0.518,"MDN",0.616890477624531
"331",1244,2561,812641,1.27875360095283,16.158872197052,39.0124228858334,"Italy",200,-0.879105139893839,315,1.60010318282631,1.4,1.013,"MDN",-0.682638596709797
